Timestamp,File,Event
1970-01-06 17:55:06.282000,/var/log/Xorg.0.log,[514506.282] (II) No input driver specified, ignoring this device.
1970-01-06 17:55:06.282000,/var/log/Xorg.0.log,[514506.282] (II) This device may have been added with another device file.
1970-01-06 17:55:06.282000,/var/log/Xorg.0.log,[514506.282] (II) config/udev: Adding input device American Megatreds Inc. Virtual Keyboard and Mouse Gadget (/dev/input/mouse1)
1970-01-06 17:55:06.283000,/var/log/Xorg.0.log,[514506.283] (II) No input driver specified, ignoring this device.
1970-01-06 17:55:06.283000,/var/log/Xorg.0.log,[514506.283] (II) This device may have been added with another device file.
1970-01-06 17:55:06.283000,/var/log/Xorg.0.log,[514506.283] (II) config/udev: Adding input device Corsair CORSAIR M65 RGB ULTRA Gaming Mouse (/dev/input/mouse0)
1970-01-06 17:55:06.290000,/var/log/Xorg.0.log,[514506.290] (II) No input driver specified, ignoring this device.
1970-01-06 17:55:06.290000,/var/log/Xorg.0.log,[514506.290] (II) This device may have been added with another device file.
1970-01-06 17:55:06.290000,/var/log/Xorg.0.log,[514506.290] (II) config/udev: Adding input device HD-Audio Generic Line Out (/dev/input/event20)
1970-01-06 17:55:06.292000,/var/log/Xorg.0.log,[514506.292] (II) config/udev: removing device Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard
1970-01-06 17:55:06.293000,/var/log/Xorg.0.log,[514506.293] (II) UnloadModule: "libinput"
1970-01-06 17:55:06.293000,/var/log/Xorg.0.log,[514506.293] (II) config/udev: removing device Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard
1970-01-06 17:55:06.294000,/var/log/Xorg.0.log,[514506.294] (II) event3  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: device removed
1970-01-06 17:55:06.307000,/var/log/Xorg.0.log,[514506.307] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: Applying InputClass "libinput keyboard catchall"
1970-01-06 17:55:06.307000,/var/log/Xorg.0.log,[514506.307] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: Applying InputClass "system-keyboard"
1970-01-06 17:55:06.307000,/var/log/Xorg.0.log,[514506.307] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: always reports core events
1970-01-06 17:55:06.307000,/var/log/Xorg.0.log,[514506.307] (**) Option "Device" "/dev/input/event3"
1970-01-06 17:55:06.307000,/var/log/Xorg.0.log,[514506.307] (II) UnloadModule: "libinput"
1970-01-06 17:55:06.307000,/var/log/Xorg.0.log,[514506.307] (II) Using input driver 'libinput' for 'Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard'
1970-01-06 17:55:06.307000,/var/log/Xorg.0.log,[514506.307] (II) config/udev: Adding input device Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard (/dev/input/event3)
1970-01-06 17:55:06.308000,/var/log/Xorg.0.log,[514506.308] (II) event3  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: device is a keyboard
1970-01-06 17:55:06.308000,/var/log/Xorg.0.log,[514506.308] (II) event3  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: device removed
1970-01-06 17:55:06.308000,/var/log/Xorg.0.log,[514506.308] (II) event3  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: is tagged by udev as: Keyboard
1970-01-06 17:55:06.334000,/var/log/Xorg.0.log,[514506.334] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: (accel) acceleration factor: 2.000
1970-01-06 17:55:06.334000,/var/log/Xorg.0.log,[514506.334] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: (accel) acceleration threshold: 4
1970-01-06 17:55:06.334000,/var/log/Xorg.0.log,[514506.334] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: (accel) selected scheme none/0
1970-01-06 17:55:06.334000,/var/log/Xorg.0.log,[514506.334] (**) Option "AccelerationScheme" "none"
1970-01-06 17:55:06.334000,/var/log/Xorg.0.log,[514506.334] (**) Option "config_info" "udev:/sys/devices/pci0000:40/0000:40:01.4/0000:aa:00.0/0000:ab:0c.0/0000:ac:00.0/usb7/7-4/7-4:1.3/0003:1B1C:1B9E.0004/input/input3/event3"
1970-01-06 17:55:06.334000,/var/log/Xorg.0.log,[514506.334] (II) XINPUT: Adding extended input device "Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard" (type: MOUSE, id 7)
1970-01-06 17:55:06.334000,/var/log/Xorg.0.log,[514506.334] (II) event3  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: device is a keyboard
1970-01-06 17:55:06.334000,/var/log/Xorg.0.log,[514506.334] (II) event3  - Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: is tagged by udev as: Keyboard
1970-01-06 17:55:06.334000,/var/log/Xorg.0.log,[514506.334] (II) libinput: Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: needs a virtual subdevice
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: Applying InputClass "libinput keyboard catchall"
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: Applying InputClass "system-keyboard"
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (**) Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: always reports core events
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (**) Option "Device" "/dev/input/event3"
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (**) Option "config_info" "udev:/sys/devices/pci0000:40/0000:40:01.4/0000:aa:00.0/0000:ab:0c.0/0000:ac:00.0/usb7/7-4/7-4:1.3/0003:1B1C:1B9E.0004/input/input3/event3"
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (**) Option "xkb_layout" "us"
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (**) Option "xkb_model" "pc105+inet"
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (**) Option "xkb_options" "terminate:ctrl_alt_bksp"
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (II) UnloadModule: "libinput"
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (II) Using input driver 'libinput' for 'Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard'
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (II) XINPUT: Adding extended input device "Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard" (type: KEYBOARD, id 15)
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (II) config/udev: removing device Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (II) config/udev: removing device Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (II) event5  - Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: device removed
1970-01-06 17:55:06.335000,/var/log/Xorg.0.log,[514506.335] (II) libinput: Corsair CORSAIR M65 RGB ULTRA Gaming Mouse Keyboard: is a virtual subdevice
1970-01-06 17:55:06.358000,/var/log/Xorg.0.log,[514506.358] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: Applying InputClass "libinput keyboard catchall"
1970-01-06 17:55:06.358000,/var/log/Xorg.0.log,[514506.358] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: Applying InputClass "system-keyboard"
1970-01-06 17:55:06.358000,/var/log/Xorg.0.log,[514506.358] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: always reports core events
1970-01-06 17:55:06.358000,/var/log/Xorg.0.log,[514506.358] (**) Option "Device" "/dev/input/event5"
1970-01-06 17:55:06.358000,/var/log/Xorg.0.log,[514506.358] (II) UnloadModule: "libinput"
1970-01-06 17:55:06.358000,/var/log/Xorg.0.log,[514506.358] (II) Using input driver 'libinput' for 'Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard'
1970-01-06 17:55:06.358000,/var/log/Xorg.0.log,[514506.358] (II) config/udev: Adding input device Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard (/dev/input/event5)
1970-01-06 17:55:06.359000,/var/log/Xorg.0.log,[514506.359] (II) event5  - Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: device is a keyboard
1970-01-06 17:55:06.359000,/var/log/Xorg.0.log,[514506.359] (II) event5  - Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: device removed
1970-01-06 17:55:06.359000,/var/log/Xorg.0.log,[514506.359] (II) event5  - Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: is tagged by udev as: Keyboard
1970-01-06 17:55:06.370000,/var/log/Xorg.0.log,[514506.370] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: (accel) acceleration factor: 2.000
1970-01-06 17:55:06.370000,/var/log/Xorg.0.log,[514506.370] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: (accel) acceleration threshold: 4
1970-01-06 17:55:06.370000,/var/log/Xorg.0.log,[514506.370] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: (accel) selected scheme none/0
1970-01-06 17:55:06.370000,/var/log/Xorg.0.log,[514506.370] (**) Option "AccelerationScheme" "none"
1970-01-06 17:55:06.370000,/var/log/Xorg.0.log,[514506.370] (**) Option "config_info" "udev:/sys/devices/pci0000:40/0000:40:01.4/0000:aa:00.0/0000:ab:0c.0/0000:ac:00.0/usb7/7-5/7-5:1.1/0003:046D:C341.0006/input/input5/event5"
1970-01-06 17:55:06.370000,/var/log/Xorg.0.log,[514506.370] (II) XINPUT: Adding extended input device "Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard" (type: MOUSE, id 9)
1970-01-06 17:55:06.370000,/var/log/Xorg.0.log,[514506.370] (II) event5  - Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: device is a keyboard
1970-01-06 17:55:06.370000,/var/log/Xorg.0.log,[514506.370] (II) event5  - Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: is tagged by udev as: Keyboard
1970-01-06 17:55:06.370000,/var/log/Xorg.0.log,[514506.370] (II) libinput: Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: needs a virtual subdevice
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: Applying InputClass "libinput keyboard catchall"
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: Applying InputClass "system-keyboard"
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (**) Logitech Mechanical keyboard Logitech Mechanical keyboard Keyboard: always reports core events
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (**) Option "Device" "/dev/input/event5"
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (**) Option "config_info" "udev:/sys/devices/pci0000:40/0000:40:01.4/0000:aa:00.0/0000:ab:0c.0/0000:ac:00.0/usb7/7-5/7-5:1.1/0003:046D:C341.0006/input/input5/event5"
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (**) Option "xkb_layout" "us"
1970-01-06 17:55:06.371000,/var/log/Xorg.0.log,[514506.371] (**) Option "xkb_model" "pc105+inet"
