/home/ai_admin/dp_models/coding_models/Codestral-22B-v0.1/consolidated.safetensors,42G
/home/ai_admin/dp_models/Agri_models/PLLama-13B/pytorch_model.bin,25G
/home/ai_admin/dp_models/Vision_models/StableDiffusion/ONNX/transformer/fp8/model.onnx_data,16G
/home/ai_admin/dp_models/Vision_models/StableDiffusion/ONNX/transformer/bf16/fe820521-6e4b-11f0-805c-79ad8d380ae8,16G
/home/ai_admin/dp_models/7B_models/Llama-8B-Instruct/original/consolidated.00.pth,15G
/home/ai_admin/dp_models/7B_models/Gemma-8B/model.safetensors,15G
/home/ai_admin/dp_models/14B_models/Mistral-14B/consolidated.safetensors,15G
/home/ai_admin/dp_models/Agri_models/PLLama-7B/pytorch_model.bin,13G
/home/ai_admin/dp_models/7B_models/Mistral-8B/consolidated.safetensors,9.8G
/home/ai_admin/dp_models/14B_models/Llama-13B/pytorch_model-00002-of-00003.bin,9.3G
/home/ai_admin/dp_models/14B_models/Llama-13B/pytorch_model-00001-of-00003.bin,9.3G
/home/ai_admin/dp_models/14B_models/Llama-13B/model-00002-of-00003.safetensors,9.3G
/home/ai_admin/dp_models/14B_models/Llama-13B/model-00001-of-00003.safetensors,9.3G
/home/ai_admin/dp_models/Vision_models/StableDiffusion/ONNX/t5/14f104de-6e4b-11f0-bc34-79ad8d380ae8,8.9G
/home/ai_admin/dp_models/14B_models/Llama-13B/pytorch_model-00003-of-00003.bin,5.8G
/home/ai_admin/dp_models/14B_models/Llama-13B/model-00003-of-00003.safetensors,5.8G
/home/ai_admin/dp_models/7B_models/Qwen-9B/model.safetensors-00003-of-00004.safetensors,5.1G
/home/ai_admin/dp_models/7B_models/Qwen-9B/model.safetensors-00002-of-00004.safetensors,5.0G
/home/ai_admin/dp_models/7B_models/Qwen-9B/model.safetensors-00001-of-00004.safetensors,5.0G
/home/ai_admin/dp_models/Vision_models/Dinov3/model-00005-of-00006.safetensors,4.7G
/home/ai_admin/dp_models/Vision_models/Dinov3/model-00004-of-00006.safetensors,4.7G
/home/ai_admin/dp_models/Vision_models/Dinov3/model-00003-of-00006.safetensors,4.7G
/home/ai_admin/dp_models/Vision_models/Dinov3/model-00002-of-00006.safetensors,4.7G
/home/ai_admin/dp_models/Vision_models/Dinov3/model-00001-of-00006.safetensors,4.7G
/home/ai_admin/dp_models/Multi_7B_models/Qwen-8B/model-00003-of-00004.safetensors,4.7G
/home/ai_admin/dp_models/Multi_7B_models/Llava-8B/model-00003-of-00004.safetensors,4.7G
/home/ai_admin/dp_models/Multi_7B_models/Llava-8B/model-00001-of-00004.safetensors,4.7G
/home/ai_admin/dp_models/Multi_14B_models/Llava-13B/model-00002-of-00006.safetensors,4.7G
/home/ai_admin/dp_models/Multi_14B_models/Llava-13B/model-00001-of-00006.safetensors,4.7G
/home/ai_admin/dp_models/coding_models/Codestral-22B-v0.1/model-00009-of-00009.safetensors,4.7G
/home/ai_admin/dp_models/coding_models/Codestral-22B-v0.1/model-00008-of-00009.safetensors,4.7G
/home/ai_admin/dp_models/coding_models/Codestral-22B-v0.1/model-00006-of-00009.safetensors,4.7G
/home/ai_admin/dp_models/coding_models/Codestral-22B-v0.1/model-00005-of-00009.safetensors,4.7G
/home/ai_admin/dp_models/coding_models/Codestral-22B-v0.1/model-00003-of-00009.safetensors,4.7G
/home/ai_admin/dp_models/coding_models/Codestral-22B-v0.1/model-00002-of-00009.safetensors,4.7G
