Starting crawl...
Crawling: https://docs.python.org/3/
Crawling: https://docs.python.org/3.4/
Crawling: https://docs.python.org/3/installing/index.html
Crawling: https://docs.python.org/3/library/index.html
Crawling: https://docs.python.org/3.5/
Crawling: https://docs.python.org/bugs.html
Crawling: https://docs.python.org/3.13/
Crawling: https://docs.python.org/3.0/
Crawling: https://docs.python.org/3.12/
Crawling: https://docs.python.org/3.6/
Crawling: https://docs.python.org/3.9/
Crawling: https://docs.python.org/3/using/index.html
Crawling: https://docs.python.org/3.10/
Crawling: https://docs.python.org/3/search.html
Crawling: https://docs.python.org/license.html
Crawling: https://docs.python.org/3/deprecations/index.html
Crawling: https://docs.python.org/3/tutorial/index.html
Crawling: https://docs.python.org/3/howto/index.html
Crawling: https://docs.python.org/3.11/
Crawling: https://docs.python.org/3.3/
Crawling: https://docs.python.org/3/extending/index.html
Crawling: https://docs.python.org/3/whatsnew/index.html
Crawling: https://docs.python.org/3.15/
Crawling: https://docs.python.org/3.14/
Crawling: https://docs.python.org/3.1/
Crawling: https://docs.python.org/2.7/
Crawling: https://docs.python.org/3/whatsnew/3.14.html
Crawling: https://docs.python.org/3/download.html
Crawling: https://docs.python.org/3.2/
Crawling: https://docs.python.org/3/#
Crawling: https://docs.python.org/3/glossary.html
Crawling: https://docs.python.org/3/bugs.html
Crawling: https://docs.python.org/3.8/
Crawling: https://docs.python.org/3/py-modindex.html
Crawling: https://docs.python.org/3/faq/index.html
Crawling: https://docs.python.org/3.16/
Crawling: https://docs.python.org/3/contents.html
Crawling: https://docs.python.org/3.7/
Crawling: https://docs.python.org/3/copyright.html
Crawling: https://docs.python.org/3/license.html
Crawling: https://docs.python.org/3/genindex.html
Crawling: https://docs.python.org/2.6/
Crawling: https://docs.python.org/3/reference/index.html
Crawling: https://docs.python.org/3/c-api/index.html
Crawling: https://docs.python.org/3/about.html
Crawling: https://docs.python.org/3.4/search.html
Crawling: https://docs.python.org/3.4/tutorial/index.html
Crawling: https://docs.python.org/3.4/using/index.html
Crawling: https://docs.python.org/3.4/py-modindex.html
Crawling: https://docs.python.org/3.4/faq/index.html
Crawling: https://docs.python.org/3.4/download.html
Crawling: https://docs.python.org/3.4/installing/index.html
Crawling: https://docs.python.org/3.4/contents.html
Crawling: https://docs.python.org/3.4/whatsnew/3.4.html
Crawling: https://docs.python.org/3.4/howto/index.html
Crawling: https://docs.python.org/3/index.html
Crawling: https://docs.python.org/3.4/glossary.html
Crawling: https://docs.python.org/3.4/license.html
Crawling: https://docs.python.org/3.4/distributing/index.html
Crawling: https://docs.python.org/3.4/c-api/index.html
Crawling: https://docs.python.org/3.4/about.html
Crawling: https://docs.python.org/3.4/genindex.html
Crawling: https://docs.python.org/3.4/library/index.html
Crawling: https://docs.python.org/3.4/reference/index.html
Crawling: https://docs.python.org/3.4/bugs.html
Crawling: https://docs.python.org/3.4/extending/index.html
Crawling: https://docs.python.org/3.4/whatsnew/index.html
Crawling: https://docs.python.org/3.4/#
Crawling: https://docs.python.org/3.4/copyright.html
Crawling: https://docs.python.org/3/installing/index.html#work-with-multiple-versions-of-python-installed-in-parallel
Crawling: https://docs.python.org/3/installing/index.html#pip-not-installed
Crawling: https://docs.python.org/3/improve-page-nojs.html
Crawling: https://docs.python.org/3/installing/index.html#installing-into-the-system-python-on-linux
Crawling: https://docs.python.org/3/library/venv.html#module-venv
Crawling: https://docs.python.org/3/installing/index.html#basic-usage
Crawling: https://docs.python.org/3/installing/index.html#how-do-i
Crawling: https://docs.python.org/3/installing/index.html#
Crawling: https://docs.python.org/3/c-api/monitoring.html
Crawling: https://docs.python.org/3/glossary.html#term-virtual-environment
Crawling: https://docs.python.org/3/installing/index.html#common-installation-issues
Crawling: https://docs.python.org/3/installing/index.html#key-terms
Crawling: https://docs.python.org/3/installing/index.html#installing-binary-extensions
Crawling: https://docs.python.org/3/installing/index.html#install-scientific-python-packages
Crawling: https://docs.python.org/3/installing/index.html#install-packages-just-for-the-current-user
Crawling: https://docs.python.org/3/installing/index.html#installing-python-modules
Crawling: https://docs.python.org/3/library/importlib.resources.abc.html
Crawling: https://docs.python.org/3/library/string.templatelib.html
Crawling: https://docs.python.org/3/library/zlib.html
Crawling: https://docs.python.org/3/library/random.html
Crawling: https://docs.python.org/3/library/linecache.html
Crawling: https://docs.python.org/3/library/logging.config.html
Crawling: https://docs.python.org/3/library/bdb.html
Crawling: https://docs.python.org/3/library/difflib.html
Crawling: https://docs.python.org/3/library/wsgiref.html
Crawling: https://docs.python.org/3/library/importlib.metadata.html
Crawling: https://docs.python.org/3/library/urllib.request.html
Crawling: https://docs.python.org/3/library/urllib.request.html#module-urllib.response
Crawling: https://docs.python.org/3/library/test.html#module-test.support.os_helper
Crawling: https://docs.python.org/3/library/codecs.html
Crawling: https://docs.python.org/3/library/unicodedata.html
Crawling: https://docs.python.org/3/library/xml.sax.handler.html
Crawling: https://docs.python.org/3/library/posix.html
Crawling: https://docs.python.org/3/library/text.html
Crawling: https://docs.python.org/3/library/pathlib.html
Crawling: https://docs.python.org/3/library/threadsafety.html#thread-safety-for-bytearray-objects
Crawling: https://docs.python.org/3/library/pdb.html
Crawling: https://docs.python.org/3/library/compileall.html
Crawling: https://docs.python.org/3/library/pyexpat.html
Crawling: https://docs.python.org/3/library/xml.dom.minidom.html
Crawling: https://docs.python.org/3/library/venv.html
Crawling: https://docs.python.org/3/library/html.html
Crawling: https://docs.python.org/3/library/stat.html
Crawling: https://docs.python.org/3/library/test.html#module-test.support.socket_helper
Crawling: https://docs.python.org/3/library/stdtypes.html#boolean-type-bool
Crawling: https://docs.python.org/3/library/stdtypes.html#text-and-binary-sequence-type-methods-summary
Crawling: https://docs.python.org/3/library/dbm.html
Crawling: https://docs.python.org/3/library/io.html
Crawling: https://docs.python.org/3/library/mm.html
Crawling: https://docs.python.org/3/library/exceptions.html#inheriting-from-built-in-exceptions
Crawling: https://docs.python.org/3/library/exceptions.html#exception-groups
Crawling: https://docs.python.org/3/library/ipaddress.html
Crawling: https://docs.python.org/3/library/_thread.html
Crawling: https://docs.python.org/3/library/http.html
Crawling: https://docs.python.org/3/library/shelve.html
Crawling: https://docs.python.org/3/library/test.html#module-test.support.import_helper
Crawling: https://docs.python.org/3/library/exceptions.html#base-classes
Crawling: https://docs.python.org/3/library/xmlrpc.server.html
Crawling: https://docs.python.org/3/library/stdtypes.html#truth-value-testing
Crawling: https://docs.python.org/3/library/threadsafety.html#thread-safety-for-dict-objects
Crawling: https://docs.python.org/3/library/stdtypes.html#other-built-in-types
Crawling: https://docs.python.org/3/library/curses.panel.html
Crawling: https://docs.python.org/3/library/unittest.html
Crawling: https://docs.python.org/3/library/fractions.html
Crawling: https://docs.python.org/3/library/mimetypes.html
Crawling: https://docs.python.org/3/library/annotationlib.html
Crawling: https://docs.python.org/3/library/termios.html
Crawling: https://docs.python.org/3/library/tkinter.messagebox.html
Crawling: https://docs.python.org/3/library/compression.html
Crawling: https://docs.python.org/3/library/fcntl.html
Crawling: https://docs.python.org/3/library/http.client.html
Crawling: https://docs.python.org/3/library/tkinter.ttk.html
Crawling: https://docs.python.org/3/library/exceptions.html#concrete-exceptions
Crawling: https://docs.python.org/3/library/http.server.html
Crawling: https://docs.python.org/3/library/copy.html
Crawling: https://docs.python.org/3/library/removed.html
Crawling: https://docs.python.org/3/library/turtle.html
Crawling: https://docs.python.org/3/library/inspect.html
Crawling: https://docs.python.org/3/library/cmath.html
Crawling: https://docs.python.org/3/library/mailbox.html
Crawling: https://docs.python.org/3/library/functools.html
Crawling: https://docs.python.org/3/library/code.html
Crawling: https://docs.python.org/3/library/pty.html
Crawling: https://docs.python.org/3/library/email.html
Crawling: https://docs.python.org/3/library/filesys.html
Crawling: https://docs.python.org/3/library/bz2.html
Crawling: https://docs.python.org/3/library/weakref.html
Crawling: https://docs.python.org/3/library/ftplib.html
Crawling: https://docs.python.org/3/library/exceptions.html#exception-hierarchy
Crawling: https://docs.python.org/3/library/timeit.html
Crawling: https://docs.python.org/3/library/pwd.html
Crawling: https://docs.python.org/3/library/socketserver.html
Crawling: https://docs.python.org/3/library/__main__.html
Crawling: https://docs.python.org/3/library/xmlrpc.html
Crawling: https://docs.python.org/3/library/configparser.html
Crawling: https://docs.python.org/3/library/crypto.html
Crawling: https://docs.python.org/3/library/xml.etree.elementtree.html
Crawling: https://docs.python.org/3/library/sqlite3.html
Crawling: https://docs.python.org/3/library/tty.html
Crawling: https://docs.python.org/3/library/http.cookies.html
Crawling: https://docs.python.org/3/library/poplib.html
Crawling: https://docs.python.org/3/library/zipapp.html
Crawling: https://docs.python.org/3/reference/index.html#reference-index
Crawling: https://docs.python.org/3/library/stdtypes.html#sequence-types-list-tuple-range
Crawling: https://docs.python.org/3/library/tkinter.scrolledtext.html
Crawling: https://docs.python.org/3/library/threadsafety.html#thread-safety-for-memoryview-objects
Crawling: https://docs.python.org/3/library/test.html#module-test.support.warnings_helper
Crawling: https://docs.python.org/3/library/intro.html#notes-on-availability
Crawling: https://docs.python.org/3/library/shlex.html
Crawling: https://docs.python.org/3/library/test.html#module-test.support.bytecode_helper
Crawling: https://docs.python.org/3/library/getopt.html
Crawling: https://docs.python.org/3/library/plistlib.html
Crawling: https://docs.python.org/3/library/audit_events.html
Crawling: https://docs.python.org/3/library/platform.html
Crawling: https://docs.python.org/3/library/zipimport.html
Crawling: https://docs.python.org/3/library/windows.html
Crawling: https://docs.python.org/3/library/stdtypes.html#text-sequence-type-str
Crawling: https://docs.python.org/3/library/gc.html
Crawling: https://docs.python.org/3/library/debug.html
Crawling: https://docs.python.org/3/library/logging.html
Crawling: https://docs.python.org/3/library/smtplib.html
Crawling: https://docs.python.org/3/library/uuid.html
Crawling: https://docs.python.org/3/library/datetime.html
Crawling: https://docs.python.org/3/library/stdtypes.html#binary-sequence-types-bytes-bytearray-memoryview
Crawling: https://docs.python.org/3/library/pyclbr.html
Crawling: https://docs.python.org/3/library/colorsys.html
Crawling: https://docs.python.org/3/library/json.html
Crawling: https://docs.python.org/3/library/custominterp.html
Crawling: https://docs.python.org/3/library/token.html
Crawling: https://docs.python.org/3/library/sys.html
Crawling: https://docs.python.org/3/library/language.html
Visited 200 pages
Crawling completed.
